"KodeUnit","tanggal","NoInput","NoBukti","Keterangan","NoUrut","kodeafd","kodebud","norek","netral","kdblok","thntnm","uraian","unsur","DK","nilai","JmlFisik","NamaUser","TglInput","KMK",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","21","02","080020900","","","","UNIT KANTOR DIREKSI","","D","3138380,19874862","14000","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","21","02","080020900","0201","","","UNIT KANTOR DIREKSI","","D","2069603,24258637","8359","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","30","02","080020900","","","","UNIT KANTOR DIREKSI","","D","1949290473,94862","2749","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","02","37","080020900","","","","UNIT KANTOR DIREKSI","","D","311172383","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","02","02","080021000","","","","PERK. PASIRMALANG","","D","75093033,7533374","40000","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","02","02","080021100","","","","PERK. KERTAMANAH","","D","37744392,3997556","20000","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","02","02","080021200","","","","PERK. MALABAR","","D","1347747872,29077","36560","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","10","02","080021200","","","","PERK. MALABAR","","D","1089058,01571596","155","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","02","080021200","","","","PERK. MALABAR","","D","872057,35290077","55","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","20","02","080021200","","","","PERK. MALABAR","","D","5881396,46303072","967","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","20","02","080021200","0200","","","PERK. MALABAR","","D","227736,01896649","39","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","02","02","080021400","","","","PERK. TALUNSANTOSA","","D","67393063,7642626","17600","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","11","02","602060100","0200","","","PREMI MUNGUT HASIL TETAP","","D","90623624,0261029","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","11","02","602060100","0201","","","PREMI MUNGUT HASIL TETAP","","D","39588302,9738971","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","02","602060100","0200","","","PREMI MUNGUT HASIL TETAP","","D","119235533,400469","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","02","602060100","0201","","","PREMI MUNGUT HASIL TETAP","","D","52030257,5995306","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","13","02","602060100","0200","","","PREMI MUNGUT HASIL TETAP","","D","95959019,0776329","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","13","02","602060100","0201","","","PREMI MUNGUT HASIL TETAP","","D","41663318,9223671","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","14","02","602060100","0200","","","PREMI MUNGUT HASIL TETAP","","D","85803231,7978865","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","14","02","602060100","0201","","","PREMI MUNGUT HASIL TETAP","","D","37506008,2021135","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","11","02","602060200","0200","","","PREMI MUNGUT HASIL LEPAS","","D","2154833,51758317","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","11","02","602060200","0201","","","PREMI MUNGUT HASIL LEPAS","","D","878592,482416829","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","02","602060200","0200","","","PREMI MUNGUT HASIL LEPAS","","D","270059,402541256","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","02","602060200","0201","","","PREMI MUNGUT HASIL LEPAS","","D","110111,597458744","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","13","02","602060200","0200","","","PREMI MUNGUT HASIL LEPAS","","D","415259,015342437","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","13","02","602060200","0201","","","PREMI MUNGUT HASIL LEPAS","","D","169313,984657563","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","10","02","602130000","0200","","","ALAT PERLENGKAPAN PANEN","","D","4068217,27719219","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","10","02","602130000","0201","","","ALAT PERLENGKAPAN PANEN","","D","1811739,00884818","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","11","02","602130000","0200","","","ALAT PERLENGKAPAN PANEN","","D","2967631,47261842","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","11","02","602130000","0201","","","ALAT PERLENGKAPAN PANEN","","D","1317597,10184232","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","02","602130000","0200","","","ALAT PERLENGKAPAN PANEN","","D","11617881,3112152","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","02","602130000","0201","","","ALAT PERLENGKAPAN PANEN","","D","4924761,04901754","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","13","02","602130000","0200","","","ALAT PERLENGKAPAN PANEN","","D","4633026,61797488","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","13","02","602130000","0201","","","ALAT PERLENGKAPAN PANEN","","D","2253420,49271668","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","14","02","602130000","0200","","","ALAT PERLENGKAPAN PANEN","","D","3351542,39279969","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","14","02","602130000","0201","","","ALAT PERLENGKAPAN PANEN","","D","1366527,82072825","0","CLOSING","30-04-2019 15:49:50","01",
